Transaction_Date,Date_ID,Week_ID,Week_Desc,Month_ID,Month_Name,Quarter_ID,Quarter_Name,Year_ID,Week_Year
2017-01-01,20170101,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-02,20170102,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-03,20170103,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-04,20170104,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-05,20170105,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-06,20170106,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-07,20170107,1,Week 1,1,January,1,Q1,2017,Week 1-2017
2017-01-08,20170108,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-09,20170109,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-10,20170110,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-11,20170111,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-12,20170112,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-13,20170113,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-14,20170114,2,Week 2,1,January,1,Q1,2017,Week 2-2017
2017-01-15,20170115,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-16,20170116,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-17,20170117,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-18,20170118,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-19,20170119,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-20,20170120,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-21,20170121,3,Week 3,1,January,1,Q1,2017,Week 3-2017
2017-01-22,20170122,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-23,20170123,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-24,20170124,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-25,20170125,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-26,20170126,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-27,20170127,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-28,20170128,4,Week 4,1,January,1,Q1,2017,Week 4-2017
2017-01-29,20170129,5,Week 5,1,January,1,Q1,2017,Week 5-2017
2017-01-30,20170130,5,Week 5,1,January,1,Q1,2017,Week 5-2017
2017-01-31,20170131,5,Week 5,1,January,1,Q1,2017,Week 5-2017
2017-02-01,20170201,5,Week 5,2,February,1,Q1,2017,Week 5-2017
2017-02-02,20170202,5,Week 5,2,February,1,Q1,2017,Week 5-2017
2017-02-03,20170203,5,Week 5,2,February,1,Q1,2017,Week 5-2017
2017-02-04,20170204,5,Week 5,2,February,1,Q1,2017,Week 5-2017
2017-02-05,20170205,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-06,20170206,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-07,20170207,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-08,20170208,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-09,20170209,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-10,20170210,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-11,20170211,6,Week 6,2,February,1,Q1,2017,Week 6-2017
2017-02-12,20170212,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-13,20170213,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-14,20170214,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-15,20170215,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-16,20170216,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-17,20170217,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-18,20170218,7,Week 7,2,February,1,Q1,2017,Week 7-2017
2017-02-19,20170219,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-20,20170220,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-21,20170221,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-22,20170222,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-23,20170223,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-24,20170224,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-25,20170225,8,Week 8,2,February,1,Q1,2017,Week 8-2017
2017-02-26,20170226,9,Week 9,2,February,1,Q1,2017,Week 9-2017
2017-02-27,20170227,9,Week 9,2,February,1,Q1,2017,Week 9-2017
2017-02-28,20170228,9,Week 9,2,February,1,Q1,2017,Week 9-2017
2017-03-01,20170301,9,Week 9,3,March,1,Q1,2017,Week 9-2017
2017-03-02,20170302,9,Week 9,3,March,1,Q1,2017,Week 9-2017
2017-03-03,20170303,9,Week 9,3,March,1,Q1,2017,Week 9-2017
2017-03-04,20170304,9,Week 9,3,March,1,Q1,2017,Week 9-2017
2017-03-05,20170305,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-06,20170306,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-07,20170307,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-08,20170308,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-09,20170309,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-10,20170310,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-11,20170311,10,Week 10,3,March,1,Q1,2017,Week 10-2017
2017-03-12,20170312,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-13,20170313,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-14,20170314,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-15,20170315,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-16,20170316,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-17,20170317,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-18,20170318,11,Week 11,3,March,1,Q1,2017,Week 11-2017
2017-03-19,20170319,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-20,20170320,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-21,20170321,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-22,20170322,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-23,20170323,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-24,20170324,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-25,20170325,12,Week 12,3,March,1,Q1,2017,Week 12-2017
2017-03-26,20170326,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-03-27,20170327,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-03-28,20170328,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-03-29,20170329,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-03-30,20170330,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-03-31,20170331,13,Week 13,3,March,1,Q1,2017,Week 13-2017
2017-04-01,20170401,13,Week 13,4,April,2,Q2,2017,Week 13-2017
2017-04-02,20170402,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-03,20170403,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-04,20170404,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-05,20170405,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-06,20170406,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-07,20170407,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-08,20170408,14,Week 14,4,April,2,Q2,2017,Week 14-2017
2017-04-09,20170409,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-10,20170410,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-11,20170411,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-12,20170412,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-13,20170413,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-14,20170414,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-15,20170415,15,Week 15,4,April,2,Q2,2017,Week 15-2017
2017-04-16,20170416,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-17,20170417,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-18,20170418,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-19,20170419,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-20,20170420,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-21,20170421,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-22,20170422,16,Week 16,4,April,2,Q2,2017,Week 16-2017
2017-04-23,20170423,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-24,20170424,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-25,20170425,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-26,20170426,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-27,20170427,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-28,20170428,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-29,20170429,17,Week 17,4,April,2,Q2,2017,Week 17-2017
2017-04-30,20170430,18,Week 18,4,April,2,Q2,2017,Week 18-2017
2017-05-01,20170501,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-02,20170502,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-03,20170503,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-04,20170504,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-05,20170505,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-06,20170506,18,Week 18,5,May,2,Q2,2017,Week 18-2017
2017-05-07,20170507,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-08,20170508,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-09,20170509,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-10,20170510,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-11,20170511,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-12,20170512,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-13,20170513,19,Week 19,5,May,2,Q2,2017,Week 19-2017
2017-05-14,20170514,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-15,20170515,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-16,20170516,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-17,20170517,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-18,20170518,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-19,20170519,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-20,20170520,20,Week 20,5,May,2,Q2,2017,Week 20-2017
2017-05-21,20170521,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-22,20170522,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-23,20170523,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-24,20170524,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-25,20170525,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-26,20170526,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-27,20170527,21,Week 21,5,May,2,Q2,2017,Week 21-2017
2017-05-28,20170528,22,Week 22,5,May,2,Q2,2017,Week 22-2017
2017-05-29,20170529,22,Week 22,5,May,2,Q2,2017,Week 22-2017
2017-05-30,20170530,22,Week 22,5,May,2,Q2,2017,Week 22-2017
2017-05-31,20170531,22,Week 22,5,May,2,Q2,2017,Week 22-2017
2017-06-01,20170601,22,Week 22,6,June,2,Q2,2017,Week 22-2017
2017-06-02,20170602,22,Week 22,6,June,2,Q2,2017,Week 22-2017
2017-06-03,20170603,22,Week 22,6,June,2,Q2,2017,Week 22-2017
2017-06-04,20170604,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-05,20170605,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-06,20170606,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-07,20170607,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-08,20170608,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-09,20170609,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-10,20170610,23,Week 23,6,June,2,Q2,2017,Week 23-2017
2017-06-11,20170611,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-12,20170612,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-13,20170613,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-14,20170614,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-15,20170615,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-16,20170616,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-17,20170617,24,Week 24,6,June,2,Q2,2017,Week 24-2017
2017-06-18,20170618,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-19,20170619,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-20,20170620,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-21,20170621,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-22,20170622,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-23,20170623,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-24,20170624,25,Week 25,6,June,2,Q2,2017,Week 25-2017
2017-06-25,20170625,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-06-26,20170626,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-06-27,20170627,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-06-28,20170628,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-06-29,20170629,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-06-30,20170630,26,Week 26,6,June,2,Q2,2017,Week 26-2017
2017-07-01,20170701,26,Week 26,7,July,3,Q3,2017,Week 26-2017
2017-07-02,20170702,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-03,20170703,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-04,20170704,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-05,20170705,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-06,20170706,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-07,20170707,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-08,20170708,27,Week 27,7,July,3,Q3,2017,Week 27-2017
2017-07-09,20170709,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-10,20170710,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-11,20170711,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-12,20170712,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-13,20170713,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-14,20170714,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-15,20170715,28,Week 28,7,July,3,Q3,2017,Week 28-2017
2017-07-16,20170716,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-17,20170717,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-18,20170718,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-19,20170719,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-20,20170720,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-21,20170721,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-22,20170722,29,Week 29,7,July,3,Q3,2017,Week 29-2017
2017-07-23,20170723,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-24,20170724,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-25,20170725,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-26,20170726,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-27,20170727,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-28,20170728,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-29,20170729,30,Week 30,7,July,3,Q3,2017,Week 30-2017
2017-07-30,20170730,31,Week 31,7,July,3,Q3,2017,Week 31-2017
2017-07-31,20170731,31,Week 31,7,July,3,Q3,2017,Week 31-2017
2017-08-01,20170801,31,Week 31,8,August,3,Q3,2017,Week 31-2017
2017-08-02,20170802,31,Week 31,8,August,3,Q3,2017,Week 31-2017
2017-08-03,20170803,31,Week 31,8,August,3,Q3,2017,Week 31-2017
2017-08-04,20170804,31,Week 31,8,August,3,Q3,2017,Week 31-2017
2017-08-05,20170805,31,Week 31,8,August,3,Q3,2017,Week 31-2017
2017-08-06,20170806,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-07,20170807,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-08,20170808,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-09,20170809,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-10,20170810,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-11,20170811,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-12,20170812,32,Week 32,8,August,3,Q3,2017,Week 32-2017
2017-08-13,20170813,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-14,20170814,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-15,20170815,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-16,20170816,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-17,20170817,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-18,20170818,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-19,20170819,33,Week 33,8,August,3,Q3,2017,Week 33-2017
2017-08-20,20170820,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-21,20170821,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-22,20170822,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-23,20170823,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-24,20170824,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-25,20170825,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-26,20170826,34,Week 34,8,August,3,Q3,2017,Week 34-2017
2017-08-27,20170827,35,Week 35,8,August,3,Q3,2017,Week 35-2017
2017-08-28,20170828,35,Week 35,8,August,3,Q3,2017,Week 35-2017
2017-08-29,20170829,35,Week 35,8,August,3,Q3,2017,Week 35-2017
2017-08-30,20170830,35,Week 35,8,August,3,Q3,2017,Week 35-2017
2017-08-31,20170831,35,Week 35,8,August,3,Q3,2017,Week 35-2017
2017-09-01,20170901,35,Week 35,9,September,3,Q3,2017,Week 35-2017
2017-09-02,20170902,35,Week 35,9,September,3,Q3,2017,Week 35-2017
2017-09-03,20170903,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-04,20170904,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-05,20170905,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-06,20170906,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-07,20170907,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-08,20170908,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-09,20170909,36,Week 36,9,September,3,Q3,2017,Week 36-2017
2017-09-10,20170910,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-11,20170911,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-12,20170912,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-13,20170913,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-14,20170914,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-15,20170915,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-16,20170916,37,Week 37,9,September,3,Q3,2017,Week 37-2017
2017-09-17,20170917,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-18,20170918,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-19,20170919,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-20,20170920,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-21,20170921,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-22,20170922,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-23,20170923,38,Week 38,9,September,3,Q3,2017,Week 38-2017
2017-09-24,20170924,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-25,20170925,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-26,20170926,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-27,20170927,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-28,20170928,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-29,20170929,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-09-30,20170930,39,Week 39,9,September,3,Q3,2017,Week 39-2017
2017-10-01,20171001,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-02,20171002,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-03,20171003,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-04,20171004,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-05,20171005,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-06,20171006,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-07,20171007,40,Week 40,10,October,4,Q4,2017,Week 40-2017
2017-10-08,20171008,41,Week 41,10,October,4,Q4,2017,Week 41-2017
2017-10-09,20171009,41,Week 41,10,October,4,Q4,2017,Week 41-2017
2017-10-10,20171010,41,Week 41,10,October,4,Q4,2017,Week 41-2017
2017-10-11,20171011,41,Week 41,10,October,4,Q4,2017,Week 41-2017
2017-10-12,20171012,41,Week 41,10,October,4,Q4,2017,Week 41-2017
